,bike_station_index,distance,restaurants,parks
35,103,408,1,0
36,103,494,1,0
37,103,133,1,0
38,103,385,1,0
39,103,480,1,0
40,103,446,1,0
41,103,245,1,0
42,103,371,1,0
43,103,168,1,0
44,103,392,1,0
45,103,478,1,0
46,103,414,1,0
47,103,266,1,0
48,103,457,1,0
49,103,223,1,0
0,104,18,1,0
1,104,74,1,0
2,104,123,1,0
3,104,229,1,0
4,104,334,1,0
5,104,56,1,0
6,104,385,1,0
7,104,308,1,0
8,104,314,1,0
9,104,341,1,0
10,104,456,1,0
11,104,494,1,0
12,104,306,1,0
13,104,512,1,0
14,104,484,1,0
15,104,504,1,0
16,104,104,1,0
17,104,315,1,0
18,104,294,1,0
19,104,245,1,0
20,104,206,1,0
21,104,416,1,0
22,104,220,1,0
23,104,421,1,0
24,104,218,1,0
25,104,408,1,0
26,104,149,1,0
27,104,494,1,0
28,104,485,1,0
29,104,189,1,0
30,104,332,1,0
31,104,455,1,0
32,104,204,1,0
33,104,374,1,0
34,104,341,1,0
35,104,358,1,0
36,104,391,1,0
37,104,485,1,0
38,104,485,1,0
39,104,487,1,0
40,104,293,1,0
41,104,385,1,0
42,104,185,1,0
43,104,97,1,0
44,104,185,1,0
45,104,466,1,0
46,104,475,1,0
47,104,222,1,0
48,104,223,1,0
49,104,241,1,0
0,105,88,1,0
1,105,211,1,0
2,105,139,1,0
3,105,257,1,0
4,105,61,1,0
5,105,191,1,0
6,105,340,1,0
7,105,124,1,0
8,105,366,1,0
9,105,345,1,0
10,105,346,1,0
11,105,205,1,0
12,105,184,1,0
13,105,209,1,0
14,105,268,1,0
15,105,288,1,0
16,105,414,1,0
17,105,412,1,0
18,105,429,1,0
19,105,228,1,0
20,105,358,1,0
21,105,323,1,0
22,105,249,1,0
23,105,238,1,0
24,105,424,1,0
25,105,430,1,0
26,105,469,1,0
27,105,489,1,0
28,105,298,1,0
29,105,380,1,0
30,105,473,1,0
31,105,294,1,0
32,105,43,1,0
33,105,350,1,0
34,105,506,1,0
35,105,374,1,0
36,105,460,1,0
37,105,442,1,0
38,105,371,1,0
39,105,332,1,0
40,105,185,1,0
41,105,278,1,0
42,105,288,1,0
43,105,453,1,0
44,105,490,1,0
45,105,51,1,0
46,105,328,1,0
47,105,409,1,0
48,105,266,1,0
49,105,233,1,0
0,106,36,1,0
1,106,55,1,0
2,106,32,1,0
3,106,205,1,0
4,106,100,1,0
5,106,54,1,0
6,106,164,1,0
7,106,210,1,0
8,106,292,1,0
9,106,360,1,0
10,106,350,1,0
11,106,158,1,0
12,106,219,1,0
13,106,216,1,0
14,106,102,1,0
15,106,408,1,0
16,106,346,1,0
17,106,378,1,0
18,106,460,1,0
19,106,520,1,0
20,106,158,1,0
21,106,123,1,0
22,106,416,1,0
23,106,477,1,0
24,106,280,1,0
25,106,94,1,0
26,106,120,1,0
27,106,120,1,0
28,106,122,1,0
29,106,124,1,0
30,106,124,1,0
31,106,162,1,0
32,106,176,1,0
33,106,203,1,0
34,106,248,1,0
35,106,251,1,0
36,106,273,1,0
37,106,275,1,0
38,106,276,1,0
39,106,282,1,0
40,106,282,1,0
41,106,292,1,0
42,106,315,1,0
43,106,315,1,0
44,106,320,0,1
45,106,320,0,1
46,106,324,1,0
47,106,457,1,0
48,106,346,1,0
49,106,412,1,0
0,107,39,1,0
1,107,105,1,0
2,107,177,1,0
3,107,170,1,0
4,107,113,1,0
5,107,238,1,0
6,107,191,1,0
7,107,268,1,0
8,107,255,1,0
9,107,442,1,0
10,107,429,1,0
11,107,188,1,0
12,107,345,1,0
13,107,82,1,0
14,107,307,1,0
15,107,398,1,0
16,107,167,1,0
17,107,236,1,0
18,107,456,1,0
19,107,201,1,0
20,107,317,1,0
21,107,77,1,0
22,107,104,1,0
23,107,112,1,0
24,107,350,1,0
25,107,411,1,0
26,107,147,1,0
27,107,462,1,0
28,107,78,1,0
29,107,175,1,0
30,107,39,1,0
31,107,66,1,0
32,107,327,1,0
33,107,108,1,0
34,107,119,1,0
35,107,167,1,0
36,107,186,1,0
37,107,189,1,0
38,107,229,1,0
39,107,258,1,0
40,107,281,1,0
41,107,240,1,0
42,107,380,1,0
43,107,406,1,0
44,107,442,1,0
45,107,444,1,0
46,107,458,1,0
47,107,458,1,0
48,107,160,1,0
49,107,222,0,1
0,108,101,1,0
1,108,183,1,0
2,108,200,1,0
3,108,157,1,0
4,108,200,1,0
5,108,137,1,0
6,108,344,1,0
7,108,207,1,0
8,108,136,1,0
9,108,253,1,0
10,108,60,1,0
11,108,432,1,0
12,108,442,1,0
13,108,411,1,0
14,108,213,1,0
15,108,413,1,0
16,108,465,1,0
17,108,447,1,0
18,108,470,1,0
19,108,436,1,0
20,108,416,1,0
21,108,199,1,0
22,108,304,1,0
23,108,486,1,0
24,108,477,1,0
25,108,521,1,0
26,108,346,1,0
27,108,372,1,0
28,108,286,1,0
29,108,422,1,0
30,108,310,1,0
31,108,337,1,0
32,108,395,1,0
33,108,52,1,0
34,108,455,1,0
35,108,488,1,0
36,108,118,1,0
37,108,471,1,0
38,108,469,1,0
39,108,434,1,0
40,108,79,1,0
41,108,272,1,0
42,108,384,1,0
43,108,319,1,0
44,108,124,1,0
45,108,469,1,0
46,108,149,1,0
47,108,183,1,0
48,108,291,1,0
49,108,343,1,0
0,109,133,1,0
1,109,83,1,0
2,109,227,1,0
3,109,148,1,0
4,109,164,1,0
5,109,204,1,0
6,109,187,1,0
7,109,230,1,0
8,109,329,0,1
9,109,154,1,0
10,109,234,1,0
11,109,287,1,0
12,109,462,1,0
13,109,218,1,0
14,109,153,1,0
15,109,498,1,0
16,109,515,1,0
17,109,256,1,0
18,109,308,1,0
19,109,205,1,0
20,109,204,1,0
21,109,159,1,0
22,109,169,1,0
23,109,169,1,0
24,109,175,1,0
25,109,175,1,0
26,109,206,1,0
27,109,210,0,1
28,109,312,1,0
29,109,250,1,0
30,109,246,1,0
31,109,290,0,1
32,109,297,0,1
33,109,297,1,0
34,109,307,1,0
35,109,320,1,0
36,109,329,0,1
37,109,329,1,0
38,109,333,1,0
39,109,373,1,0
40,109,398,0,1
41,109,417,1,0
42,109,420,1,0
43,109,442,1,0
44,109,445,1,0
45,109,462,1,0
46,109,480,1,0
47,109,483,1,0
48,109,492,1,0
49,109,498,1,0
0,110,238,1,0
1,110,224,1,0
2,110,175,1,0
3,110,234,1,0
4,110,364,1,0
5,110,380,1,0
6,110,275,1,0
7,110,215,1,0
8,110,274,1,0
9,110,247,1,0
10,110,383,1,0
11,110,420,1,0
12,110,248,1,0
13,110,386,1,0
14,110,258,1,0
15,110,334,1,0
16,110,228,1,0
17,110,237,1,0
18,110,405,1,0
19,110,186,1,0
20,110,194,1,0
21,110,200,1,0
22,110,204,1,0
23,110,206,1,0
24,110,208,1,0
25,110,226,1,0
26,110,230,1,0
27,110,231,1,0
28,110,241,1,0
29,110,246,1,0
30,110,248,1,0
31,110,251,0,1
32,110,252,1,0
33,110,255,1,0
34,110,211,1,0
35,110,269,1,0
36,110,288,1,0
37,110,288,1,0
38,110,294,1,0
39,110,334,1,0
40,110,346,1,0
41,110,365,1,0
42,110,386,1,0
43,110,409,0,1
44,110,409,1,0
45,110,422,1,0
46,110,454,1,0
47,110,487,1,0
48,110,201,1,0
49,110,307,1,0
0,111,106,1,0
1,111,226,1,0
2,111,201,1,0
3,111,444,1,0
4,111,457,1,0
5,111,457,1,0
6,111,233,1,0
7,111,397,1,0
8,111,380,1,0
9,111,487,1,0
10,111,463,1,0
11,111,399,1,0
12,111,437,1,0
13,111,493,1,0
14,111,482,1,0
15,111,404,1,0
16,111,438,1,0
17,111,465,1,0
18,111,489,1,0
19,111,46,0,1
20,111,444,1,0
21,111,381,1,0
22,111,344,1,0
23,111,469,1,0
24,111,475,1,0
25,111,179,1,0
26,111,182,1,0
27,111,196,1,0
28,111,231,1,0
29,111,233,0,1
30,111,218,1,0
31,111,329,1,0
32,111,354,1,0
33,111,372,1,0
34,111,394,1,0
35,111,399,1,0
36,111,407,0,1
37,111,409,1,0
38,111,417,1,0
39,111,435,1,0
40,111,435,1,0
41,111,449,0,1
42,111,482,1,0
43,111,483,1,0
44,111,484,1,0
45,111,440,1,0
46,111,5607,1,0
47,111,382,1,0
0,112,57,1,0
1,112,112,1,0
2,112,201,1,0
3,112,199,1,0
4,112,116,1,0
5,112,279,1,0
6,112,267,1,0
7,112,291,1,0
8,112,349,1,0
9,112,352,1,0
10,112,292,1,0
11,112,297,1,0
12,112,368,1,0
13,112,417,1,0
14,112,475,1,0
15,112,487,1,0
16,112,262,1,0
17,112,403,1,0
18,112,326,1,0
19,112,322,1,0
20,112,449,1,0
21,112,479,1,0
22,112,433,1,0
23,112,402,1,0
24,112,339,1,0
25,112,479,1,0
26,112,492,0,1
27,112,441,1,0
28,112,303,1,0
29,112,491,1,0
30,112,398,1,0
31,112,487,1,0
32,112,384,1,0
33,112,213,1,0
34,112,482,1,0
35,112,146,1,0
36,112,465,1,0
37,112,434,1,0
38,112,184,1,0
39,112,278,1,0
40,112,40,1,0
41,112,77,1,0
42,112,98,1,0
43,112,205,1,0
44,112,210,1,0
45,112,227,1,0
46,112,282,1,0
47,112,305,1,0
48,112,327,1,0
49,112,419,1,0
0,113,181,1,0
1,113,261,1,0
2,113,330,1,0
3,113,98,1,0
4,113,454,1,0
5,113,222,1,0
6,113,31,1,0
7,113,401,1,0
8,113,42,1,0
9,113,147,1,0
10,113,107,1,0
11,113,232,1,0
12,113,158,1,0
13,113,45,1,0
14,113,169,1,0
15,113,42,1,0
16,113,49,1,0
17,113,38,1,0
18,113,66,0,1
19,113,119,1,0
20,113,121,1,0
21,113,140,1,0
22,113,147,1,0
23,113,138,1,0
24,113,57,1,0
25,113,165,1,0
26,113,169,1,0
27,113,173,1,0
28,113,178,1,0
29,113,186,1,0
30,113,235,1,0
31,113,246,1,0
32,113,132,1,0
33,113,288,0,1
34,113,303,1,0
35,113,320,1,0
36,113,329,1,0
37,113,342,1,0
38,113,343,1,0
39,113,343,1,0
40,113,345,1,0
41,113,346,1,0
42,113,371,1,0
43,113,439,1,0
44,113,26,1,0
45,113,140,1,0
46,113,234,1,0
47,113,236,1,0
48,113,340,1,0
0,114,164,1,0
1,114,136,1,0
2,114,250,1,0
3,114,225,1,0
4,114,258,1,0
5,114,336,1,0
6,114,430,1,0
7,114,167,1,0
8,114,283,1,0
9,114,232,1,0
10,114,407,1,0
11,114,280,1,0
12,114,494,1,0
13,114,152,1,0
14,114,176,1,0
15,114,326,1,0
16,114,238,1,0
17,114,135,1,0
18,114,100,1,0
19,114,239,1,0
20,114,103,1,0
21,114,435,1,0
22,114,68,1,0
23,114,82,1,0
24,114,96,1,0
25,114,128,1,0
26,114,131,1,0
27,114,149,1,0
28,114,152,1,0
29,114,152,1,0
30,114,160,1,0
31,114,163,1,0
32,114,164,1,0
33,114,185,1,0
34,114,189,1,0
35,114,216,1,0
36,114,216,1,0
37,114,219,1,0
38,114,223,1,0
39,114,232,1,0
40,114,233,1,0
41,114,236,1,0
42,114,243,1,0
43,114,245,1,0
44,114,245,1,0
45,114,250,1,0
46,114,267,1,0
47,114,269,1,0
48,114,287,1,0
49,114,332,1,0
0,115,151,1,0
1,115,34,1,0
2,115,88,1,0
3,115,314,1,0
4,115,222,1,0
5,115,266,1,0
6,115,250,1,0
7,115,336,1,0
8,115,251,1,0
9,115,479,1,0
10,115,237,1,0
11,115,265,1,0
12,115,431,1,0
13,115,409,1,0
14,115,481,1,0
15,115,465,1,0
16,115,467,1,0
17,115,430,1,0
18,115,479,1,0
19,115,278,1,0
20,115,295,1,0
21,115,229,1,0
22,115,32,1,0
23,115,123,1,0
24,115,146,1,0
25,115,466,1,0
26,115,350,1,0
27,115,133,1,0
28,115,273,1,0
29,115,231,1,0
30,115,394,1,0
31,115,178,1,0
32,115,107,0,1
33,115,139,1,0
34,115,355,1,0
35,115,267,1,0
36,115,297,1,0
37,115,311,1,0
38,115,317,1,0
39,115,319,1,0
40,115,321,0,1
41,115,344,1,0
42,115,352,1,0
43,115,354,0,1
44,115,230,1,0
45,115,404,1,0
46,115,420,1,0
47,115,422,1,0
48,115,422,1,0
49,115,385,1,0
0,116,273,1,0
1,116,135,1,0
2,116,453,1,0
3,116,314,1,0
4,116,422,0,1
5,116,493,1,0
6,116,283,0,1
7,116,475,1,0
8,116,261,1,0
9,116,484,1,0
10,116,79,1,0
11,116,179,1,0
12,116,59,1,0
13,116,77,1,0
14,116,137,1,0
15,116,208,0,1
16,116,484,1,0
17,116,268,1,0
18,116,321,1,0
19,116,321,1,0
20,116,349,1,0
21,116,351,1,0
22,116,385,1,0
23,116,437,1,0
24,116,459,1,0
25,116,474,1,0
26,116,484,0,1
27,116,498,1,0
28,116,481,1,0
29,116,326,1,0
30,116,458,1,0
0,117,133,1,0
1,117,467,1,0
2,117,20,1,0
3,117,94,1,0
4,117,474,1,0
5,117,242,0,1
6,117,401,1,0
7,117,416,1,0
8,117,433,1,0
9,117,460,0,1
10,117,466,1,0
11,117,468,1,0
12,117,469,1,0
13,117,475,1,0
14,117,475,1,0
15,117,475,1,0
16,117,478,1,0
17,117,488,1,0
18,117,353,1,0
19,117,431,1,0
20,117,466,1,0
21,117,466,1,0
22,117,492,1,0
23,117,495,1,0
0,118,301,1,0
1,118,381,1,0
2,118,413,1,0
3,118,186,1,0
4,118,349,1,0
5,118,409,1,0
6,118,444,1,0
7,118,338,1,0
8,118,283,0,1
9,118,430,1,0
10,118,412,1,0
11,118,304,1,0
12,118,357,1,0
13,118,491,1,0
14,118,450,1,0
15,118,410,1,0
16,118,479,0,1
17,118,274,1,0
18,118,158,1,0
19,118,397,1,0
20,118,385,1,0
21,118,426,1,0
22,118,429,1,0
23,118,433,1,0
24,118,437,1,0
25,118,355,1,0
26,118,167,1,0
27,118,399,1,0
28,118,503,1,0
29,118,463,1,0
30,118,481,1,0
31,118,219,1,0
32,118,363,1,0
33,118,235,1,0
34,118,492,1,0
35,118,272,1,0
36,118,285,1,0
37,118,473,1,0
38,118,313,1,0
39,118,471,1,0
40,118,350,1,0
41,118,353,1,0
42,118,361,1,0
43,118,365,1,0
44,118,366,1,0
45,118,402,1,0
46,118,414,1,0
47,118,414,1,0
48,118,422,1,0
49,118,423,1,0
0,119,63,1,0
1,119,90,1,0
2,119,468,1,0
3,119,242,1,0
4,119,418,1,0
5,119,416,1,0
6,119,393,1,0
7,119,409,1,0
8,119,461,1,0
9,119,410,1,0
10,119,394,1,0
11,119,430,1,0
12,119,403,1,0
13,119,462,1,0
14,119,312,1,0
15,119,58,1,0
16,119,59,1,0
17,119,385,1,0
18,119,456,1,0
19,119,209,0,1
20,119,226,1,0
21,119,238,1,0
22,119,324,1,0
23,119,366,1,0
24,119,328,1,0
25,119,376,1,0
26,119,1709,1,0
27,119,390,1,0
28,119,390,1,0
29,119,411,1,0
30,119,412,1,0
31,119,413,1,0
32,119,416,1,0
33,119,419,1,0
34,119,454,1,0
35,119,425,1,0
36,119,426,1,0
37,119,433,1,0
38,119,434,1,0
39,119,440,1,0
40,119,443,1,0
41,119,444,1,0
42,119,444,1,0
43,119,454,1,0
44,119,454,1,0
45,119,456,1,0
46,119,465,1,0
47,119,479,1,0
48,119,483,1,0
49,119,484,1,0
0,120,410,0,1
1,120,52,0,1
2,120,113,0,1
3,120,201,0,1
4,120,247,0,1
5,120,475,0,1
6,120,482,1,0
7,120,115,0,1
0,121,197,1,0
1,121,195,1,0
2,121,154,1,0
3,121,140,1,0
4,121,146,1,0
5,121,331,1,0
6,121,294,1,0
7,121,311,1,0
8,121,329,1,0
9,121,161,1,0
10,121,398,1,0
11,121,373,1,0
12,121,380,1,0
13,121,460,1,0
14,121,438,1,0
15,121,271,1,0
16,121,438,1,0
17,121,332,1,0
18,121,243,1,0
19,121,451,1,0
20,121,465,1,0
21,121,455,1,0
22,121,479,1,0
23,121,485,1,0
24,121,460,1,0
25,121,285,1,0
26,121,331,1,0
27,121,139,1,0
28,121,164,1,0
29,121,179,1,0
30,121,193,1,0
31,121,195,1,0
32,121,210,1,0
33,121,316,1,0
34,121,320,1,0
35,121,321,1,0
36,121,337,1,0
37,121,337,1,0
38,121,361,1,0
39,121,408,1,0
40,121,412,1,0
41,121,430,1,0
42,121,447,1,0
43,121,491,1,0
44,121,491,1,0
45,121,477,1,0
46,121,480,1,0
47,121,111,1,0
48,121,146,1,0
49,121,479,1,0
0,122,55,1,0
1,122,481,1,0
2,122,55,0,1
3,122,55,0,1
4,122,125,0,1
5,122,474,1,0
6,122,390,0,1
0,123,78,1,0
1,123,93,1,0
2,123,87,1,0
3,123,218,1,0
4,123,34,1,0
5,123,382,1,0
6,123,344,1,0
7,123,57,1,0
8,123,12,1,0
9,123,424,1,0
10,123,413,0,1
11,123,296,1,0
12,123,302,1,0
13,123,453,1,0
14,123,423,1,0
15,123,170,1,0
16,123,284,1,0
17,123,247,1,0
18,123,368,1,0
19,123,130,1,0
20,123,367,1,0
21,123,58,1,0
22,123,3175,1,0
23,123,276,1,0
24,123,158,1,0
25,123,17,1,0
26,123,270,1,0
27,123,47,1,0
28,123,47,1,0
29,123,52,1,0
30,123,58,1,0
31,123,67,1,0
32,123,72,1,0
33,123,452,1,0
34,123,146,1,0
35,123,167,1,0
36,123,180,1,0
37,123,198,0,1
38,123,314,1,0
39,123,318,1,0
40,123,320,1,0
41,123,485,1,0
42,123,364,1,0
43,123,391,1,0
44,123,395,1,0
45,123,418,1,0
46,123,467,1,0
47,123,472,1,0
48,123,481,1,0
49,123,484,0,1
0,124,114,1,0
1,124,130,1,0
2,124,155,1,0
3,124,210,1,0
4,124,23,1,0
5,124,107,1,0
6,124,249,1,0
7,124,130,1,0
8,124,247,1,0
9,124,227,1,0
10,124,171,1,0
11,124,219,1,0
12,124,473,1,0
13,124,128,1,0
14,124,486,1,0
15,124,484,1,0
16,124,246,1,0
17,124,30,1,0
18,124,228,1,0
19,124,230,1,0
20,124,20,1,0
21,124,107,1,0
22,124,92,1,0
23,124,478,1,0
24,124,173,1,0
25,124,319,1,0
26,124,23,1,0
27,124,254,1,0
28,124,51,1,0
29,124,315,1,0
30,124,132,1,0
31,124,150,1,0
32,124,129,1,0
33,124,244,1,0
34,124,251,1,0
35,124,254,1,0
36,124,259,1,0
37,124,268,1,0
38,124,269,1,0
39,124,310,1,0
40,124,373,0,1
41,124,400,0,1
42,124,402,1,0
43,124,423,1,0
44,124,445,1,0
45,124,456,1,0
46,124,492,1,0
47,124,499,1,0
0,125,489,1,0
1,125,328,1,0
2,125,42,1,0
3,125,113,1,0
4,125,154,1,0
5,125,163,1,0
6,125,228,1,0
7,125,215,0,1
8,125,217,1,0
9,125,219,1,0
10,125,321,1,0
11,125,328,1,0
12,125,340,1,0
13,125,345,1,0
14,125,349,1,0
15,125,445,1,0
16,125,455,0,1
17,125,456,0,1
18,125,456,1,0
19,125,462,1,0
20,125,499,0,1
21,125,636,1,0
0,126,472,1,0
1,126,440,1,0
2,126,85,0,1
3,126,459,1,0
4,126,475,1,0
5,126,440,1,0
6,126,411,1,0
7,126,371,1,0
8,126,424,1,0
9,126,442,1,0
10,126,440,1,0
11,126,178,1,0
12,126,411,1,0
13,126,426,0,1
14,126,459,1,0
15,126,478,1,0
16,126,483,1,0
17,126,484,1,0
0,127,256,1,0
1,127,361,1,0
2,127,230,1,0
3,127,104,1,0
4,127,440,1,0
5,127,397,1,0
6,127,297,0,1
7,127,478,1,0
8,127,297,1,0
9,127,343,1,0
10,127,220,1,0
11,127,388,1,0
12,127,236,1,0
13,127,455,1,0
14,127,471,1,0
15,127,412,1,0
16,127,446,1,0
17,127,151,1,0
18,127,386,1,0
19,127,152,1,0
20,127,100,1,0
21,127,117,0,1
22,127,138,1,0
23,127,148,1,0
24,127,160,1,0
25,127,482,1,0
26,127,188,1,0
27,127,294,1,0
28,127,236,0,1
29,127,311,1,0
30,127,333,0,1
31,127,318,1,0
32,127,395,1,0
33,127,408,1,0
34,127,414,1,0
35,127,458,1,0
36,127,474,1,0
37,127,481,1,0
38,127,487,1,0
39,127,492,1,0
40,127,499,1,0
41,127,24,1,0
42,127,182,1,0
43,127,499,1,0
0,128,44,1,0
1,128,52,1,0
2,128,101,1,0
3,128,103,1,0
4,128,71,1,0
5,128,171,1,0
6,128,194,1,0
7,128,241,1,0
8,128,210,1,0
9,128,241,1,0
10,128,281,1,0
11,128,325,1,0
12,128,209,1,0
13,128,268,1,0
14,128,397,1,0
15,128,401,1,0
16,128,379,1,0
17,128,479,1,0
18,128,485,1,0
19,128,457,1,0
20,128,315,1,0
21,128,355,0,1
22,128,373,1,0
23,128,325,1,0
24,128,427,1,0
25,128,238,1,0
26,128,442,1,0
27,128,488,1,0
28,128,420,1,0
29,128,460,1,0
30,128,331,1,0
31,128,375,1,0
32,128,348,1,0
33,128,435,1,0
34,128,468,1,0
35,128,195,1,0
36,128,445,1,0
37,128,338,1,0
38,128,446,1,0
39,128,353,1,0
40,128,438,1,0
41,128,72,1,0
42,128,442,1,0
43,128,355,1,0
44,128,486,1,0
45,128,450,1,0
46,128,260,1,0
47,128,140,1,0
48,128,363,1,0
49,128,13,1,0
0,129,314,1,0
1,129,323,1,0
2,129,483,1,0
3,129,81,0,1
4,129,191,0,1
5,129,304,1,0
6,129,430,1,0
0,130,267,1,0
1,130,201,1,0
2,130,129,1,0
3,130,381,1,0
4,130,345,1,0
5,130,471,1,0
6,130,391,1,0
7,130,445,1,0
8,130,331,1,0
9,130,476,1,0
10,130,410,1,0
11,130,414,1,0
12,130,409,0,1
13,130,484,1,0
14,130,423,1,0
15,130,424,1,0
16,130,491,1,0
17,130,205,1,0
18,130,225,1,0
19,130,315,1,0
20,130,405,1,0
21,130,249,1,0
22,130,430,1,0
23,130,218,1,0
24,130,273,1,0
25,130,300,1,0
26,130,297,1,0
27,130,196,1,0
28,130,239,1,0
29,130,250,1,0
30,130,254,1,0
31,130,260,1,0
32,130,286,1,0
33,130,288,1,0
34,130,290,1,0
35,130,330,1,0
36,130,338,1,0
37,130,358,1,0
38,130,360,1,0
39,130,373,1,0
40,130,383,1,0
41,130,398,1,0
42,130,398,1,0
43,130,412,1,0
44,130,418,1,0
45,130,419,1,0
46,130,426,1,0
47,130,436,1,0
48,130,456,1,0
49,130,473,1,0
0,131,366,1,0
1,131,386,1,0
2,131,369,1,0
3,131,371,1,0
4,131,455,1,0
5,131,350,1,0
6,131,135,1,0
7,131,466,1,0
8,131,479,1,0
9,131,216,1,0
10,131,386,1,0
11,131,490,1,0
12,131,380,1,0
13,131,367,1,0
14,131,449,1,0
15,131,465,1,0
16,131,356,1,0
17,131,303,1,0
18,131,278,1,0
19,131,447,1,0
20,131,166,1,0
21,131,214,1,0
22,131,344,1,0
23,131,404,1,0
24,131,53,1,0
25,131,61,1,0
26,131,70,1,0
27,131,383,1,0
28,131,480,1,0
29,131,180,1,0
30,131,186,1,0
31,131,241,1,0
32,131,268,1,0
33,131,268,1,0
34,131,276,0,1
35,131,340,1,0
36,131,350,0,1
37,131,371,1,0
38,131,373,1,0
39,131,381,1,0
40,131,391,1,0
41,131,397,1,0
42,131,407,1,0
43,131,410,1,0
44,131,417,1,0
45,131,451,1,0
46,131,459,1,0
47,131,460,1,0
48,131,488,1,0
49,131,59,1,0
0,132,88,1,0
1,132,86,1,0
2,132,52,1,0
3,132,38,1,0
4,132,66,1,0
5,132,501,1,0
6,132,451,1,0
7,132,33,1,0
8,132,20,1,0
9,132,30,1,0
10,132,231,1,0
11,132,240,0,1
12,132,280,1,0
13,132,298,1,0
14,132,302,1,0
15,132,334,0,1
16,132,340,1,0
17,132,383,1,0
18,132,414,1,0
19,132,439,0,1
20,132,477,1,0
21,132,486,1,0
22,132,22,1,0
23,132,56,1,0
24,132,360,1,0
25,132,479,1,0
26,132,488,1,0
0,133,471,1,0
1,133,70,0,1
2,133,283,1,0
3,133,461,1,0
4,133,413,1,0
5,133,290,1,0
6,133,347,1,0
7,133,273,1,0
8,133,274,1,0
9,133,290,1,0
10,133,306,0,1
11,133,316,0,1
12,133,348,1,0
13,133,396,1,0
14,133,468,1,0
15,133,468,1,0
16,133,492,1,0
17,133,495,1,0
18,133,255,1,0
19,133,471,1,0
0,134,149,1,0
1,134,385,1,0
2,134,370,1,0
3,134,347,1,0
4,134,451,1,0
5,134,467,1,0
6,134,373,1,0
7,134,361,1,0
8,134,407,1,0
9,134,444,1,0
10,134,404,1,0
11,134,426,1,0
12,134,449,1,0
13,134,320,1,0
14,134,376,1,0
15,134,244,0,1
16,134,250,0,1
17,134,257,0,1
18,134,317,1,0
19,134,318,1,0
20,134,325,1,0
21,134,348,1,0
22,134,353,1,0
23,134,353,1,0
24,134,362,1,0
25,134,366,1,0
26,134,366,1,0
27,134,369,1,0
28,134,370,1,0
29,134,385,1,0
30,134,388,1,0
31,134,394,1,0
32,134,407,1,0
33,134,443,1,0
34,134,447,1,0
35,134,449,1,0
36,134,454,1,0
37,134,459,1,0
38,134,475,1,0
39,134,476,0,1
40,134,478,1,0
41,134,481,1,0
42,134,492,1,0
43,134,497,1,0
44,134,408,1,0
45,134,416,1,0
46,134,497,1,0
0,135,68,1,0
1,135,70,1,0
2,135,22,1,0
3,135,88,1,0
4,135,43,1,0
5,135,204,1,0
6,135,68,1,0
7,135,284,1,0
8,135,258,1,0
9,135,274,1,0
10,135,495,1,0
11,135,485,1,0
12,135,165,1,0
13,135,439,1,0
14,135,230,1,0
15,135,93,1,0
16,135,252,1,0
17,135,307,1,0
18,135,481,1,0
19,135,111,1,0
20,135,320,1,0
21,135,285,1,0
22,135,490,1,0
23,135,114,1,0
24,135,208,1,0
25,135,39,1,0
26,135,62,1,0
27,135,80,1,0
28,135,85,1,0
29,135,86,1,0
30,135,96,1,0
31,135,157,1,0
32,135,157,1,0
33,135,487,1,0
34,135,205,1,0
35,135,209,1,0
36,135,210,1,0
37,135,222,1,0
38,135,268,1,0
39,135,390,0,1
40,135,309,1,0
41,135,483,1,0
42,135,384,0,1
43,135,399,1,0
44,135,406,1,0
45,135,422,1,0
46,135,428,1,0
47,135,487,1,0
48,135,487,1,0
49,135,493,1,0
0,136,8,1,0
1,136,46,1,0
2,136,76,1,0
3,136,101,1,0
4,136,216,1,0
5,136,226,1,0
6,136,81,1,0
7,136,44,1,0
8,136,217,1,0
9,136,226,1,0
10,136,92,1,0
11,136,329,1,0
12,136,201,1,0
13,136,321,1,0
14,136,214,1,0
15,136,322,1,0
16,136,127,1,0
17,136,467,1,0
18,136,498,1,0
19,136,428,1,0
20,136,435,1,0
21,136,390,0,1
22,136,143,1,0
23,136,162,1,0
24,136,206,1,0
25,136,533,1,0
26,136,156,1,0
27,136,489,1,0
28,136,312,1,0
29,136,436,1,0
30,136,460,1,0
31,136,204,1,0
32,136,355,1,0
33,136,265,1,0
34,136,21,1,0
35,136,29,1,0
36,136,57,1,0
37,136,105,0,1
38,136,140,1,0
39,136,204,1,0
40,136,212,1,0
41,136,451,1,0
42,136,241,1,0
43,136,246,1,0
44,136,261,1,0
45,136,357,1,0
46,136,379,1,0
47,136,386,1,0
48,136,393,1,0
49,136,412,1,0
0,137,68,1,0
1,137,45,1,0
2,137,24,1,0
3,137,94,1,0
4,137,188,1,0
5,137,141,1,0
6,137,317,1,0
7,137,294,1,0
8,137,234,1,0
9,137,373,1,0
10,137,373,1,0
11,137,162,1,0
12,137,369,1,0
13,137,213,1,0
14,137,439,1,0
15,137,395,1,0
16,137,233,1,0
17,137,426,1,0
18,137,270,1,0
19,137,484,1,0
20,137,190,1,0
21,137,420,1,0
22,137,144,1,0
23,137,309,1,0
24,137,282,1,0
25,137,487,1,0
26,137,469,1,0
27,137,372,1,0
28,137,516,1,0
29,137,325,1,0
30,137,454,1,0
31,137,414,1,0
